timestamp,step,phase,cpu_util_percent,gpu_util_percent,gpu_mem_mb,gpu_power_w,host_mem_mb,disk_read_mb_s,disk_write_mb_s
2026-04-21T02:02:17.034+00:00,1624,optimizer,102.393,100.000,673.243,298.450,1202.629,0.000,0.031
2026-04-21T02:02:17.161+00:00,1630,backward,99.676,100.000,143.019,298.840,1202.629,0.000,0.000
2026-04-21T02:02:17.289+00:00,1636,forward,101.894,100.000,1525.233,298.960,1202.566,0.000,0.000
2026-04-21T02:02:17.416+00:00,1640,idle,101.970,100.000,143.019,299.600,1202.566,0.000,0.000
2026-04-21T02:02:17.543+00:00,1646,backward,102.365,100.000,186.197,298.960,1202.504,0.000,0.000
2026-04-21T02:02:17.673+00:00,1650,idle,93.883,100.000,143.019,299.200,1202.629,0.000,0.000
2026-04-21T02:02:17.801+00:00,1657,backward,107.654,100.000,670.242,299.880,1202.566,0.000,0.180
2026-04-21T02:02:17.927+00:00,1660,idle,94.696,100.000,143.019,298.710,1202.629,0.000,0.524
2026-04-21T02:02:18.056+00:00,1668,forward,101.995,100.000,1585.137,298.640,1202.629,0.000,14.067
2026-04-21T02:02:18.183+00:00,1670,idle,101.471,100.000,143.019,298.700,1202.629,0.000,2.592
2026-04-21T02:02:18.310+00:00,1678,backward,102.669,100.000,186.196,299.810,1202.941,0.000,0.000
2026-04-21T02:02:18.437+00:00,1680,idle,101.877,100.000,186.195,299.200,1202.941,0.000,0.000
2026-04-21T02:02:18.565+00:00,1689,backward,94.034,100.000,1125.989,298.870,1203.004,0.000,0.000
2026-04-21T02:02:18.694+00:00,1691,backward,102.184,100.000,186.196,299.440,1203.004,0.000,0.000
2026-04-21T02:02:18.821+00:00,1700,forward,100.584,100.000,143.019,298.650,1203.004,0.000,1.088
2026-04-21T02:02:18.952+00:00,1705,dataloader,110.126,100.000,681.428,298.950,1203.941,0.000,0.000
2026-04-21T02:02:19.080+00:00,1710,backward,99.086,100.000,143.019,298.730,1203.004,0.000,0.000
2026-04-21T02:02:19.207+00:00,1716,forward,94.165,100.000,1585.263,299.280,1203.004,0.000,5.272
2026-04-21T02:02:19.337+00:00,1720,idle,102.121,100.000,143.019,299.510,1202.879,0.000,0.000
2026-04-21T02:02:19.465+00:00,1726,optimizer,107.874,100.000,656.398,298.810,1203.004,0.000,0.000
2026-04-21T02:02:19.593+00:00,1730,idle,94.065,100.000,143.019,298.920,1203.008,0.000,0.000
2026-04-21T02:02:19.721+00:00,1737,backward,100.991,100.000,592.085,299.110,1202.941,0.000,0.000
2026-04-21T02:02:19.847+00:00,1740,idle,102.101,100.000,143.019,299.010,1203.004,0.000,0.000
2026-04-21T02:02:19.976+00:00,1748,dataloader,101.914,100.000,1489.360,298.900,1203.004,0.000,0.000
2026-04-21T02:02:20.102+00:00,1750,forward,101.597,100.000,145.519,298.640,1203.004,0.000,0.000
2026-04-21T02:02:20.234+00:00,1750,forward,103.044,98.000,145.519,297.380,1203.004,0.000,89.575
2026-04-21T02:02:20.360+00:00,1750,forward,98.965,87.000,145.519,296.570,1202.941,0.000,0.000
2026-04-21T02:02:20.486+00:00,1750,forward,103.272,87.000,146.269,295.520,1202.941,0.000,0.000
2026-04-21T02:02:20.614+00:00,1750,dataloader,94.552,87.000,146.269,294.200,1203.379,0.000,0.000
2026-04-21T02:02:20.740+00:00,1750,forward,102.021,87.000,145.519,293.060,1203.004,0.000,0.000
2026-04-21T02:02:20.867+00:00,1750,forward,103.078,87.000,281.083,292.690,1203.004,0.000,0.000
2026-04-21T02:02:20.995+00:00,1750,forward,102.345,88.000,146.269,292.080,1202.941,0.000,0.000
2026-04-21T02:02:21.121+00:00,1750,dataloader,101.427,87.000,145.519,290.430,1203.879,0.000,0.000
2026-04-21T02:02:21.251+00:00,1750,forward,102.999,87.000,145.519,290.220,1203.004,0.000,0.000
2026-04-21T02:02:21.378+00:00,1750,dataloader,100.372,87.000,145.519,290.650,1203.941,0.000,0.000
2026-04-21T02:02:21.506+00:00,1750,forward,94.648,87.000,146.269,290.770,1203.004,0.000,0.062
2026-04-21T02:02:21.633+00:00,1750,dataloader,109.466,87.000,243.957,290.820,1202.941,0.000,0.000
2026-04-21T02:02:21.760+00:00,1750,forward,101.894,87.000,145.519,290.870,1203.004,0.000,0.000
2026-04-21T02:02:21.888+00:00,1750,forward,94.176,87.000,145.519,290.960,1203.004,0.000,0.000
2026-04-21T02:02:22.015+00:00,1750,dataloader,101.656,88.000,146.269,290.810,1203.004,0.000,0.000
2026-04-21T02:02:22.142+00:00,1750,forward,103.020,88.000,146.269,291.320,1203.004,0.000,0.000
2026-04-21T02:02:22.272+00:00,1750,forward,102.216,88.000,146.269,291.870,1203.004,0.000,0.000
2026-04-21T02:02:22.398+00:00,1750,forward,99.858,88.000,146.269,292.010,1203.004,0.000,0.000
2026-04-21T02:02:22.525+00:00,1750,forward,103.326,88.000,145.519,292.760,1203.004,0.000,0.000
2026-04-21T02:02:22.655+00:00,1750,forward,102.335,88.000,145.519,292.830,1203.004,0.000,0.000
2026-04-21T02:02:22.783+00:00,1750,forward,99.964,88.000,145.519,293.300,1203.004,0.000,0.330
2026-04-21T02:02:22.915+00:00,1750,forward,101.643,88.000,145.519,293.450,1203.004,0.000,0.367
2026-04-21T02:02:23.042+00:00,1750,forward,98.732,88.000,145.519,293.360,1203.004,0.000,13.172
2026-04-21T02:02:23.168+00:00,1750,forward,102.272,88.000,145.519,293.610,1203.004,0.000,1.905
2026-04-21T02:02:23.296+00:00,1750,forward,95.133,88.000,146.269,293.310,1203.004,0.000,0.557
2026-04-21T02:02:23.418+00:00,1750,checkpoint,109.249,88.000,143.019,284.460,1207.504,0.000,3.323
2026-04-21T02:02:23.560+00:00,1750,forward,101.620,22.000,186.196,269.620,1203.387,0.000,893.030
2026-04-21T02:02:23.693+00:00,1759,forward,94.682,22.000,1525.233,268.120,1203.387,0.000,0.000
2026-04-21T02:02:23.819+00:00,1760,idle,98.415,84.000,817.646,269.060,1203.387,0.000,0.000
2026-04-21T02:02:23.950+00:00,1769,backward,102.683,100.000,143.019,269.540,1203.324,0.000,0.000
2026-04-21T02:02:24.077+00:00,1774,forward,99.507,100.000,1489.360,270.300,1203.387,0.000,0.000
2026-04-21T02:02:24.204+00:00,1780,backward,102.024,100.000,143.019,270.790,1203.324,0.000,0.000
2026-04-21T02:02:24.335+00:00,1785,optimizer,101.930,100.000,1215.088,271.850,1203.324,0.000,0.000
2026-04-21T02:02:24.462+00:00,1790,idle,100.043,100.000,143.019,272.470,1203.387,0.000,0.000
2026-04-21T02:02:24.594+00:00,1796,backward,102.111,100.000,186.196,280.820,1203.324,0.000,2.823
2026-04-21T02:02:24.721+00:00,1800,idle,98.749,100.000,143.019,297.850,1203.387,0.000,0.000
2026-04-21T02:02:24.852+00:00,1807,backward,101.460,100.000,673.243,297.730,1203.387,0.000,0.000
2026-04-21T02:02:24.981+00:00,1810,idle,99.474,100.000,143.019,297.590,1203.324,0.000,0.000
2026-04-21T02:02:25.112+00:00,1818,forward,108.902,100.000,1121.987,297.540,1203.324,0.000,0.000
2026-04-21T02:02:25.238+00:00,1820,idle,99.346,100.000,1486.360,297.880,1203.324,0.000,0.000
2026-04-21T02:02:25.366+00:00,1829,forward,94.986,100.000,1123.525,298.120,1203.324,0.000,0.216
2026-04-21T02:02:25.495+00:00,1830,idle,102.056,100.000,1263.300,298.200,1203.387,0.000,0.000
2026-04-21T02:02:25.622+00:00,1839,backward,100.441,100.000,456.118,298.560,1203.324,0.000,0.000
2026-04-21T02:02:25.754+00:00,1842,backward,102.545,100.000,1585.012,298.340,1203.387,0.000,0.000
2026-04-21T02:02:25.880+00:00,1850,backward,106.498,100.000,143.019,298.270,1203.387,0.000,0.000
2026-04-21T02:02:26.008+00:00,1855,backward,94.767,100.000,292.618,298.350,1203.324,0.000,0.000
2026-04-21T02:02:26.135+00:00,1860,idle,101.519,100.000,143.019,298.840,1203.387,0.000,0.000
2026-04-21T02:02:26.263+00:00,1866,backward,101.748,100.000,1122.238,298.850,1203.387,0.000,0.000
2026-04-21T02:02:26.393+00:00,1870,idle,94.144,100.000,143.019,298.890,1203.387,0.000,0.000
2026-04-21T02:02:26.521+00:00,1877,forward,107.331,100.000,1585.012,298.540,1203.387,0.000,0.000
2026-04-21T02:02:26.653+00:00,1880,idle,101.982,100.000,143.019,298.580,1203.387,0.000,0.000
2026-04-21T02:02:26.781+00:00,1888,forward,98.343,100.000,956.805,298.280,1203.387,0.000,0.000
2026-04-21T02:02:26.911+00:00,1890,idle,94.200,100.000,143.019,298.300,1203.387,0.000,0.000
2026-04-21T02:02:27.040+00:00,1898,backward,107.249,100.000,256.277,298.490,1203.387,0.000,0.000
2026-04-21T02:02:27.172+00:00,1900,idle,101.289,100.000,1585.012,298.940,1203.387,0.000,0.000
2026-04-21T02:02:27.300+00:00,1909,backward,98.050,100.000,551.180,298.900,1203.324,0.000,0.000
2026-04-21T02:02:27.431+00:00,1912,backward,101.907,100.000,1585.013,298.680,1203.324,0.000,0.000
2026-04-21T02:02:27.558+00:00,1920,backward,106.457,100.000,143.019,298.280,1203.387,0.000,0.000
2026-04-21T02:02:27.688+00:00,1925,backward,94.383,100.000,186.214,298.070,1203.324,0.000,0.000
2026-04-21T02:02:27.815+00:00,1930,idle,100.596,100.000,143.019,298.330,1203.324,0.000,0.000
2026-04-21T02:02:27.942+00:00,1936,backward,109.680,100.000,1125.989,298.020,1203.387,0.000,0.000
2026-04-21T02:02:28.072+00:00,1940,idle,94.416,100.000,143.019,298.630,1203.324,0.000,0.000
2026-04-21T02:02:28.199+00:00,1947,forward,100.249,100.000,1585.012,298.850,1203.387,0.000,6.235
2026-04-21T02:02:28.326+00:00,1950,idle,102.066,100.000,143.019,298.790,1203.387,0.000,0.000
2026-04-21T02:02:28.454+00:00,1957,backward,110.206,100.000,186.215,298.740,1203.387,0.000,2.491
2026-04-21T02:02:28.581+00:00,1960,idle,94.130,100.000,143.019,298.250,1203.324,0.000,0.000
2026-04-21T02:02:28.711+00:00,1968,backward,101.998,100.000,865.740,298.620,1203.387,0.000,0.000
2026-04-21T02:02:28.839+00:00,1970,idle,100.049,100.000,1003.176,298.330,1203.262,0.000,0.000
2026-04-21T02:02:28.970+00:00,1979,forward,101.491,100.000,1348.799,298.620,1203.387,0.000,0.000
2026-04-21T02:02:29.098+00:00,1980,idle,99.440,100.000,581.243,299.290,1203.324,0.000,0.000
2026-04-21T02:02:29.226+00:00,1990,forward,101.547,100.000,143.019,298.880,1203.328,0.000,0.000
2026-04-21T02:02:29.354+00:00,1994,backward,101.888,100.000,1348.799,298.780,1203.387,0.000,0.000
2026-04-21T02:02:29.480+00:00,2000,forward,101.729,100.000,145.519,298.720,1203.387,0.000,0.000
2026-04-21T02:02:29.611+00:00,2000,forward,95.114,100.000,145.519,297.350,1203.387,0.000,0.000
2026-04-21T02:02:29.738+00:00,2000,forward,106.825,89.000,146.269,296.830,1203.324,0.000,0.000
2026-04-21T02:02:29.866+00:00,2000,forward,93.966,89.000,146.269,296.080,1203.387,0.000,0.000
2026-04-21T02:02:29.994+00:00,2000,forward,102.278,87.000,145.519,295.670,1203.391,0.000,4.579
2026-04-21T02:02:30.122+00:00,2000,forward,109.256,88.000,145.519,294.170,1203.262,0.000,0.000
2026-04-21T02:02:30.253+00:00,2000,forward,93.901,88.000,145.519,293.050,1203.262,0.000,0.000
2026-04-21T02:02:30.380+00:00,2000,forward,99.112,87.000,146.269,292.040,1203.387,0.000,0.000
2026-04-21T02:02:30.513+00:00,2000,forward,102.167,87.000,145.519,290.070,1203.387,0.000,0.000
2026-04-21T02:02:30.640+00:00,2000,forward,105.281,87.000,146.269,289.700,1203.387,0.000,0.000
2026-04-21T02:02:30.770+00:00,2000,forward,102.611,87.000,146.269,290.160,1203.262,0.000,0.000
2026-04-21T02:02:30.896+00:00,2000,forward,99.268,87.000,145.519,290.360,1203.387,0.000,0.000
2026-04-21T02:02:31.024+00:00,2000,forward,95.273,87.000,145.519,290.400,1203.387,0.000,0.000
2026-04-21T02:02:31.153+00:00,2000,forward,101.682,87.000,195.113,290.330,1203.262,0.000,0.000
2026-04-21T02:02:31.280+00:00,2000,forward,101.297,87.000,146.269,290.320,1203.262,0.000,0.000
2026-04-21T02:02:31.411+00:00,2000,forward,101.870,88.000,146.269,290.970,1203.262,0.000,0.000
2026-04-21T02:02:31.539+00:00,2000,forward,99.191,89.000,146.269,291.080,1203.262,0.000,0.000
2026-04-21T02:02:31.664+00:00,2000,forward,102.116,89.000,146.269,291.240,1203.262,0.000,0.000
2026-04-21T02:02:31.794+00:00,2000,forward,103.335,88.000,146.269,291.300,1203.262,0.000,0.000
2026-04-21T02:02:31.921+00:00,2000,forward,100.684,88.000,145.519,291.810,1203.262,0.000,0.000
2026-04-21T02:02:32.052+00:00,2000,forward,101.708,88.000,145.519,291.790,1203.262,0.000,0.000
2026-04-21T02:02:32.179+00:00,2000,forward,99.588,88.000,145.519,291.880,1203.262,0.000,0.000
2026-04-21T02:02:32.312+00:00,2000,forward,101.963,88.000,145.644,292.140,1203.262,0.000,0.000
2026-04-21T02:02:32.439+00:00,2000,forward,98.226,88.000,145.519,292.200,1203.262,0.000,0.000
2026-04-21T02:02:32.570+00:00,2000,forward,110.259,88.000,145.519,292.560,1203.262,0.000,0.000
2026-04-21T02:02:32.698+00:00,2000,forward,98.740,88.000,145.519,292.700,1203.262,0.000,0.000
2026-04-21T02:02:32.826+00:00,2000,idle,102.124,89.000,895.803,293.260,1203.324,0.000,7.733
2026-04-21T02:02:32.954+00:00,2009,backward,101.319,94.000,1092.176,294.550,1203.324,0.000,0.000
2026-04-21T02:02:33.082+00:00,2011,backward,101.751,94.000,186.196,295.380,1203.387,0.000,0.000
2026-04-21T02:02:33.210+00:00,2020,forward,93.665,100.000,143.019,297.490,1203.324,0.000,0.000
2026-04-21T02:02:33.339+00:00,2025,dataloader,108.764,100.000,800.616,298.070,1204.387,0.000,0.091
2026-04-21T02:02:33.470+00:00,2030,backward,100.703,100.000,143.019,298.370,1203.324,0.000,0.000
2026-04-21T02:02:33.599+00:00,2036,dataloader,99.782,100.000,1318.736,298.420,1204.699,0.000,0.959
2026-04-21T02:02:33.731+00:00,2040,idle,101.040,100.000,143.019,298.770,1203.324,0.000,0.000
2026-04-21T02:02:33.859+00:00,2047,forward,98.106,100.000,1585.263,298.940,1203.324,0.000,0.000
2026-04-21T02:02:33.990+00:00,2050,idle,101.589,100.000,143.019,299.600,1203.324,0.000,0.000
2026-04-21T02:02:34.118+00:00,2058,forward,99.118,100.000,1123.525,299.100,1203.387,0.000,0.000
2026-04-21T02:02:34.247+00:00,2060,idle,102.206,100.000,143.019,299.140,1203.324,0.000,0.000
2026-04-21T02:02:34.374+00:00,2068,backward,100.859,100.000,364.994,298.730,1203.324,0.000,0.000
2026-04-21T02:02:34.501+00:00,2070,idle,101.918,100.000,1584.983,298.520,1203.387,0.000,0.000
2026-04-21T02:02:34.629+00:00,2079,dataloader,94.410,100.000,1318.736,298.470,1204.199,0.000,0.277
2026-04-21T02:02:34.757+00:00,2081,forward,108.729,100.000,551.180,298.490,1203.387,0.000,0.000
2026-04-21T02:02:34.889+00:00,2090,forward,101.888,100.000,143.019,298.840,1203.262,0.000,0.735
2026-04-21T02:02:35.017+00:00,2095,dataloader,98.386,100.000,907.426,299.150,1204.387,0.000,0.000
2026-04-21T02:02:35.147+00:00,2100,backward,101.945,100.000,143.019,299.110,1203.199,0.000,1.685
2026-04-21T02:02:35.274+00:00,2106,dataloader,99.877,100.000,1497.202,298.930,1204.324,0.000,0.000
2026-04-21T02:02:35.401+00:00,2110,idle,94.665,100.000,143.019,298.710,1203.387,0.000,0.000
2026-04-21T02:02:35.532+00:00,2116,backward,102.222,100.000,1073.525,298.250,1203.262,0.000,0.000
2026-04-21T02:02:35.660+00:00,2120,idle,106.923,100.000,143.019,298.220,1203.387,0.000,1.850
2026-04-21T02:02:35.789+00:00,2127,backward,101.301,100.000,398.057,298.180,1203.262,0.000,0.000
2026-04-21T02:02:35.917+00:00,2130,idle,101.065,100.000,143.019,299.110,1203.262,0.000,0.000
2026-04-21T02:02:36.046+00:00,2138,backward,101.774,100.000,1044.081,299.040,1203.324,0.000,0.000
2026-04-21T02:02:36.174+00:00,2140,idle,100.537,100.000,1585.012,299.110,1203.387,0.000,0.000
2026-04-21T02:02:36.300+00:00,2149,forward,93.613,100.000,1448.714,298.630,1203.391,0.000,1.036
2026-04-21T02:02:36.429+00:00,2150,idle,102.993,100.000,1122.238,298.120,1203.387,0.000,0.031
2026-04-21T02:02:36.558+00:00,2159,backward,108.504,100.000,186.196,298.060,1203.387,0.000,0.000
2026-04-21T02:02:36.688+00:00,2163,forward,93.423,100.000,1584.983,298.120,1203.324,0.000,0.000
2026-04-21T02:02:36.816+00:00,2170,backward,107.247,100.000,143.019,298.960,1203.699,0.000,0.000
2026-04-21T02:02:36.946+00:00,2175,backward,94.156,100.000,969.181,298.970,1203.699,0.000,0.000
2026-04-21T02:02:37.073+00:00,2180,idle,108.270,100.000,143.019,299.000,1203.637,0.000,0.000
2026-04-21T02:02:37.200+00:00,2186,backward,94.102,100.000,592.085,298.920,1203.699,0.000,0.000
2026-04-21T02:02:37.329+00:00,2190,idle,102.206,100.000,143.019,298.410,1203.637,0.000,0.000
2026-04-21T02:02:37.457+00:00,2197,backward,100.169,100.000,1456.297,297.970,1203.699,0.000,0.000
2026-04-21T02:02:37.588+00:00,2200,idle,94.451,100.000,143.019,297.980,1203.699,0.000,0.000
2026-04-21T02:02:37.717+00:00,2208,forward,106.053,100.000,1585.012,298.910,1203.699,0.000,0.000
2026-04-21T02:02:37.848+00:00,2210,idle,101.242,100.000,1585.012,299.340,1203.637,0.000,0.000
2026-04-21T02:02:37.976+00:00,2218,optimizer,99.374,100.000,981.462,299.190,1203.637,0.000,0.000
2026-04-21T02:02:38.106+00:00,2220,idle,101.280,100.000,1133.987,299.100,1203.637,0.000,0.000
2026-04-21T02:02:38.232+00:00,2229,backward,108.149,100.000,503.180,298.920,1203.574,0.000,0.000
2026-04-21T02:02:38.360+00:00,2232,backward,102.959,100.000,1073.525,298.520,1203.574,0.000,0.000
2026-04-21T02:02:38.490+00:00,2240,backward,93.165,100.000,143.019,298.390,1203.637,0.000,0.182
2026-04-21T02:02:38.618+00:00,2245,backward,108.421,100.000,388.994,298.870,1203.574,0.000,0.000
2026-04-21T02:02:38.750+00:00,2250,forward,93.859,100.000,145.519,299.230,1203.574,0.000,0.000
2026-04-21T02:02:38.878+00:00,2250,forward,98.475,100.000,146.269,298.980,1203.699,0.000,0.000
2026-04-21T02:02:39.008+00:00,2250,forward,109.401,93.000,146.269,296.490,1203.699,0.000,0.000
2026-04-21T02:02:39.134+00:00,2250,dataloader,99.722,87.000,145.519,295.380,1204.699,0.000,0.000
2026-04-21T02:02:39.264+00:00,2250,forward,95.047,87.000,145.519,294.400,1203.637,0.000,0.000
2026-04-21T02:02:39.391+00:00,2250,dataloader,108.321,87.000,145.519,293.670,1204.699,0.000,0.000
2026-04-21T02:02:39.519+00:00,2250,forward,94.059,87.000,146.269,293.100,1203.703,0.000,0.000
2026-04-21T02:02:39.651+00:00,2250,forward,109.248,87.000,146.269,292.870,1203.637,0.000,0.000
2026-04-21T02:02:39.778+00:00,2250,forward,98.800,87.000,146.269,291.770,1203.637,0.000,0.000
2026-04-21T02:02:39.908+00:00,2250,forward,94.366,87.000,146.269,290.040,1203.637,0.000,0.000
2026-04-21T02:02:40.036+00:00,2250,forward,100.047,87.000,145.519,290.590,1203.699,0.000,0.000
2026-04-21T02:02:40.167+00:00,2250,dataloader,101.693,87.000,145.519,290.750,1204.637,0.000,0.000
2026-04-21T02:02:40.295+00:00,2250,dataloader,106.422,87.000,244.707,290.680,1204.199,0.000,2.702
2026-04-21T02:02:40.427+00:00,2250,forward,94.569,87.000,145.519,290.450,1203.574,0.000,0.000
2026-04-21T02:02:40.554+00:00,2250,forward,105.536,88.000,146.269,290.710,1203.699,0.000,0.383
2026-04-21T02:02:40.683+00:00,2250,forward,102.504,88.000,146.269,290.960,1203.699,0.000,1.078
2026-04-21T02:02:40.812+00:00,2250,forward,92.976,88.000,146.269,291.450,1203.699,0.000,0.000
2026-04-21T02:02:40.940+00:00,2250,forward,108.644,88.000,146.269,291.710,1203.699,0.000,0.000
2026-04-21T02:02:41.068+00:00,2250,forward,93.754,88.000,146.269,291.670,1203.699,0.000,0.000
2026-04-21T02:02:41.196+00:00,2250,forward,109.424,88.000,145.519,291.910,1203.699,0.000,0.000
2026-04-21T02:02:41.328+00:00,2250,forward,101.510,88.000,146.269,292.400,1203.699,0.000,0.000
2026-04-21T02:02:41.456+00:00,2250,forward,98.486,88.000,195.957,292.980,1203.699,0.000,1.332
2026-04-21T02:02:41.588+00:00,2250,forward,101.321,88.000,146.269,293.380,1203.699,0.000,0.000
2026-04-21T02:02:41.715+00:00,2250,forward,98.895,89.000,145.519,293.060,1203.699,0.000,0.000
2026-04-21T02:02:41.847+00:00,2250,forward,102.277,89.000,146.269,292.960,1203.699,0.000,0.000
2026-04-21T02:02:41.975+00:00,2250,forward,98.119,88.000,194.363,292.880,1203.699,0.000,0.000
2026-04-21T02:02:42.105+00:00,2252,forward,109.759,91.000,1073.525,294.010,1203.699,0.000,0.000
2026-04-21T02:02:42.233+00:00,2260,backward,99.286,91.000,143.019,294.920,1203.512,0.000,0.000
2026-04-21T02:02:42.362+00:00,2265,backward,101.860,100.000,304.618,295.790,1203.637,0.000,0.000
2026-04-21T02:02:42.490+00:00,2270,idle,93.365,100.000,143.019,296.830,1203.574,0.000,0.000
2026-04-21T02:02:42.620+00:00,2276,backward,100.663,100.000,907.426,297.980,1203.637,0.000,0.000
2026-04-21T02:02:42.751+00:00,2280,idle,100.836,100.000,143.019,298.230,1203.637,0.000,0.000
2026-04-21T02:02:42.880+00:00,2287,dataloader,99.089,100.000,1348.799,298.310,1203.637,0.000,0.000
2026-04-21T02:02:43.008+00:00,2290,idle,100.454,100.000,143.019,298.650,1203.574,0.000,0.000
2026-04-21T02:02:43.136+00:00,2297,optimizer,109.692,100.000,956.805,299.450,1203.637,0.000,0.000
2026-04-21T02:02:43.267+00:00,2300,idle,101.705,100.000,143.019,299.100,1203.574,0.000,0.000
2026-04-21T02:02:43.395+00:00,2308,backward,99.255,100.000,186.214,298.890,1203.699,0.000,0.000
2026-04-21T02:02:43.527+00:00,2310,idle,101.395,100.000,981.462,299.010,1203.699,0.000,1.341
2026-04-21T02:02:43.655+00:00,2319,backward,98.005,100.000,444.118,298.640,1203.699,0.000,0.000
2026-04-21T02:02:43.786+00:00,2322,backward,101.719,100.000,1587.189,298.380,1203.574,0.000,0.000
2026-04-21T02:02:43.915+00:00,2330,backward,99.054,100.000,143.019,298.210,1203.574,0.000,0.000
2026-04-21T02:02:44.044+00:00,2335,backward,101.724,100.000,186.195,298.620,1203.637,0.000,0.000
2026-04-21T02:02:44.172+00:00,2340,idle,92.810,100.000,143.019,299.350,1203.699,0.000,0.000
2026-04-21T02:02:44.301+00:00,2346,backward,108.997,100.000,673.243,299.100,1203.699,0.000,0.000
2026-04-21T02:02:44.429+00:00,2350,idle,93.437,100.000,143.019,299.180,1203.637,0.000,0.000
2026-04-21T02:02:44.557+00:00,2357,dataloader,109.149,100.000,1348.547,298.920,1204.699,0.000,0.000
2026-04-21T02:02:44.687+00:00,2360,idle,101.367,100.000,143.019,298.530,1203.699,0.000,0.000
2026-04-21T02:02:44.816+00:00,2368,forward,99.747,100.000,1436.433,298.070,1203.512,0.000,0.000
2026-04-21T02:02:44.947+00:00,2370,idle,101.106,100.000,143.019,298.150,1203.574,0.000,0.000
2026-04-21T02:02:45.076+00:00,2378,backward,98.262,100.000,606.960,298.660,1203.637,0.000,0.000
2026-04-21T02:02:45.206+00:00,2380,idle,101.561,100.000,1585.012,298.530,1203.637,0.000,0.000
2026-04-21T02:02:45.335+00:00,2389,backward,99.601,100.000,364.994,298.740,1203.637,0.000,5.507
2026-04-21T02:02:45.467+00:00,2392,optimizer,109.059,100.000,1625.044,299.060,1203.699,0.000,0.000
2026-04-21T02:02:45.595+00:00,2400,backward,98.622,100.000,143.019,299.020,1203.699,0.000,0.059
2026-04-21T02:02:45.726+00:00,2405,backward,93.922,100.000,1123.525,298.020,1203.637,0.000,4.097
2026-04-21T02:02:45.855+00:00,2410,idle,106.625,100.000,143.019,298.040,1203.699,0.000,0.803
2026-04-21T02:02:45.986+00:00,2416,backward,100.922,100.000,186.195,298.190,1203.699,0.000,0.000
2026-04-21T02:02:46.114+00:00,2420,idle,99.042,100.000,143.019,299.090,1203.637,0.000,0.000
2026-04-21T02:02:46.246+00:00,2427,backward,101.842,100.000,364.994,299.080,1203.699,0.000,0.000
2026-04-21T02:02:46.374+00:00,2430,idle,105.866,100.000,143.019,299.410,1203.574,0.000,0.000
2026-04-21T02:02:46.506+00:00,2438,backward,100.670,100.000,673.243,298.840,1203.637,0.000,1.059
2026-04-21T02:02:46.635+00:00,2440,idle,99.217,100.000,1123.525,298.230,1203.699,0.000,0.716
2026-04-21T02:02:46.767+00:00,2449,dataloader,100.691,100.000,1116.176,298.260,1203.699,0.000,0.000
2026-04-21T02:02:46.897+00:00,2451,backward,98.471,100.000,186.195,298.410,1203.637,0.000,0.000
2026-04-21T02:02:47.027+00:00,2460,forward,100.625,100.000,143.019,298.850,1203.637,0.000,0.000
2026-04-21T02:02:47.155+00:00,2465,backward,107.438,100.000,664.461,299.080,1203.637,0.000,0.270
2026-04-21T02:02:47.286+00:00,2470,optimizer,93.712,100.000,143.019,299.080,1203.637,0.000,0.000
2026-04-21T02:02:47.413+00:00,2476,backward,99.523,100.000,1133.987,298.750,1203.637,0.000,0.000
2026-04-21T02:02:47.546+00:00,2480,idle,109.715,100.000,143.019,298.570,1203.699,0.000,0.000
2026-04-21T02:02:47.674+00:00,2487,dataloader,97.211,100.000,1456.297,298.130,1204.699,0.000,0.000
2026-04-21T02:02:47.806+00:00,2490,idle,102.073,100.000,143.019,298.300,1203.699,0.000,0.000
2026-04-21T02:02:47.934+00:00,2498,forward,98.418,100.000,1590.777,298.580,1203.703,0.000,0.000
2026-04-21T02:02:48.066+00:00,2500,forward,101.646,100.000,146.269,299.260,1203.574,0.000,0.000
2026-04-21T02:02:48.194+00:00,2500,forward,98.747,97.000,145.519,298.280,1203.637,0.000,0.000
2026-04-21T02:02:48.326+00:00,2500,dataloader,109.502,87.000,145.519,296.170,1204.637,0.000,0.000
2026-04-21T02:02:48.453+00:00,2500,dataloader,98.703,87.000,145.519,295.130,1204.699,0.000,0.000
2026-04-21T02:02:48.585+00:00,2500,forward,94.464,86.000,145.519,294.430,1203.574,0.000,0.000
2026-04-21T02:02:48.712+00:00,2500,forward,98.463,87.000,146.269,293.360,1203.637,0.000,0.089
2026-04-21T02:02:48.841+00:00,2500,dataloader,102.018,87.000,146.269,292.610,1204.199,0.000,0.000
2026-04-21T02:02:48.968+00:00,2500,forward,100.995,87.000,145.519,292.230,1203.637,0.000,0.000
2026-04-21T02:02:49.096+00:00,2500,forward,109.956,87.000,145.519,291.600,1203.699,0.000,0.000
2026-04-21T02:02:49.226+00:00,2500,forward,94.045,87.000,145.519,290.580,1203.637,0.000,0.000
2026-04-21T02:02:49.354+00:00,2500,forward,100.169,87.000,146.269,290.550,1203.699,0.000,0.000
2026-04-21T02:02:49.485+00:00,2500,forward,100.828,87.000,146.269,290.580,1203.637,0.000,0.000
2026-04-21T02:02:49.613+00:00,2500,dataloader,99.303,87.000,146.269,290.660,1204.699,0.000,0.000
2026-04-21T02:02:49.742+00:00,2500,forward,101.904,86.000,145.519,290.800,1203.699,0.000,0.000
